key,emo,version,name,status,uni,codepoints
love_you_gesture_light_skin_tone,🤟🏻,E5.0,love-you gesture: light skin tone,fully-qualified,1f91f_1f3fb,1F91F 1F3FB
love_you_gesture_medium_light_skin_tone,🤟🏼,E5.0,love-you gesture: medium-light skin tone,fully-qualified,1f91f_1f3fc,1F91F 1F3FC
love_you_gesture_medium_skin_tone,🤟🏽,E5.0,love-you gesture: medium skin tone,fully-qualified,1f91f_1f3fd,1F91F 1F3FD
love_you_gesture_medium_dark_skin_tone,🤟🏾,E5.0,love-you gesture: medium-dark skin tone,fully-qualified,1f91f_1f3fe,1F91F 1F3FE
love_you_gesture_dark_skin_tone,🤟🏿,E5.0,love-you gesture: dark skin tone,fully-qualified,1f91f_1f3ff,1F91F 1F3FF
sign_of_the_horns,🤘,E1.0,sign of the horns,fully-qualified,1f918,1F918
sign_of_the_horns_light_skin_tone,🤘🏻,E1.0,sign of the horns: light skin tone,fully-qualified,1f918_1f3fb,1F918 1F3FB
sign_of_the_horns_medium_light_skin_tone,🤘🏼,E1.0,sign of the horns: medium-light skin tone,fully-qualified,1f918_1f3fc,1F918 1F3FC
sign_of_the_horns_medium_skin_tone,🤘🏽,E1.0,sign of the horns: medium skin tone,fully-qualified,1f918_1f3fd,1F918 1F3FD
sign_of_the_horns_medium_dark_skin_tone,🤘🏾,E1.0,sign of the horns: medium-dark skin tone,fully-qualified,1f918_1f3fe,1F918 1F3FE
sign_of_the_horns_dark_skin_tone,🤘🏿,E1.0,sign of the horns: dark skin tone,fully-qualified,1f918_1f3ff,1F918 1F3FF
call_me_hand,🤙,E3.0,call me hand,fully-qualified,1f919,1F919
call_me_hand_light_skin_tone,🤙🏻,E3.0,call me hand: light skin tone,fully-qualified,1f919_1f3fb,1F919 1F3FB
call_me_hand_medium_light_skin_tone,🤙🏼,E3.0,call me hand: medium-light skin tone,fully-qualified,1f919_1f3fc,1F919 1F3FC
call_me_hand_medium_skin_tone,🤙🏽,E3.0,call me hand: medium skin tone,fully-qualified,1f919_1f3fd,1F919 1F3FD
call_me_hand_medium_dark_skin_tone,🤙🏾,E3.0,call me hand: medium-dark skin tone,fully-qualified,1f919_1f3fe,1F919 1F3FE
call_me_hand_dark_skin_tone,🤙🏿,E3.0,call me hand: dark skin tone,fully-qualified,1f919_1f3ff,1F919 1F3FF
backhand_index_pointing_left,👈,E0.6,backhand index pointing left,fully-qualified,1f448,1F448
backhand_index_pointing_left_light_skin_tone,👈🏻,E1.0,backhand index pointing left: light skin tone,fully-qualified,1f448_1f3fb,1F448 1F3FB
backhand_index_pointing_left_medium_light_skin_tone,👈🏼,E1.0,backhand index pointing left: medium-light skin tone,fully-qualified,1f448_1f3fc,1F448 1F3FC
backhand_index_pointing_left_medium_skin_tone,👈🏽,E1.0,backhand index pointing left: medium skin tone,fully-qualified,1f448_1f3fd,1F448 1F3FD
backhand_index_pointing_left_medium_dark_skin_tone,👈🏾,E1.0,backhand index pointing left: medium-dark skin tone,fully-qualified,1f448_1f3fe,1F448 1F3FE
backhand_index_pointing_left_dark_skin_tone,👈🏿,E1.0,backhand index pointing left: dark skin tone,fully-qualified,1f448_1f3ff,1F448 1F3FF
backhand_index_pointing_right,👉,E0.6,backhand index pointing right,fully-qualified,1f449,1F449
backhand_index_pointing_right_light_skin_tone,👉🏻,E1.0,backhand index pointing right: light skin tone,fully-qualified,1f449_1f3fb,1F449 1F3FB
backhand_index_pointing_right_medium_light_skin_tone,👉🏼,E1.0,backhand index pointing right: medium-light skin tone,fully-qualified,1f449_1f3fc,1F449 1F3FC
backhand_index_pointing_right_medium_skin_tone,👉🏽,E1.0,backhand index pointing right: medium skin tone,fully-qualified,1f449_1f3fd,1F449 1F3FD
backhand_index_pointing_right_medium_dark_skin_tone,👉🏾,E1.0,backhand index pointing right: medium-dark skin tone,fully-qualified,1f449_1f3fe,1F449 1F3FE
backhand_index_pointing_right_dark_skin_tone,👉🏿,E1.0,backhand index pointing right: dark skin tone,fully-qualified,1f449_1f3ff,1F449 1F3FF
backhand_index_pointing_up,👆,E0.6,backhand index pointing up,fully-qualified,1f446,1F446
backhand_index_pointing_up_light_skin_tone,👆🏻,E1.0,backhand index pointing up: light skin tone,fully-qualified,1f446_1f3fb,1F446 1F3FB
backhand_index_pointing_up_medium_light_skin_tone,👆🏼,E1.0,backhand index pointing up: medium-light skin tone,fully-qualified,1f446_1f3fc,1F446 1F3FC
backhand_index_pointing_up_medium_skin_tone,👆🏽,E1.0,backhand index pointing up: medium skin tone,fully-qualified,1f446_1f3fd,1F446 1F3FD
backhand_index_pointing_up_medium_dark_skin_tone,👆🏾,E1.0,backhand index pointing up: medium-dark skin tone,fully-qualified,1f446_1f3fe,1F446 1F3FE
backhand_index_pointing_up_dark_skin_tone,👆🏿,E1.0,backhand index pointing up: dark skin tone,fully-qualified,1f446_1f3ff,1F446 1F3FF
middle_finger,🖕,E1.0,middle finger,fully-qualified,1f595,1F595
middle_finger_light_skin_tone,🖕🏻,E1.0,middle finger: light skin tone,fully-qualified,1f595_1f3fb,1F595 1F3FB
middle_finger_medium_light_skin_tone,🖕🏼,E1.0,middle finger: medium-light skin tone,fully-qualified,1f595_1f3fc,1F595 1F3FC
middle_finger_medium_skin_tone,🖕🏽,E1.0,middle finger: medium skin tone,fully-qualified,1f595_1f3fd,1F595 1F3FD
middle_finger_medium_dark_skin_tone,🖕🏾,E1.0,middle finger: medium-dark skin tone,fully-qualified,1f595_1f3fe,1F595 1F3FE
middle_finger_dark_skin_tone,🖕🏿,E1.0,middle finger: dark skin tone,fully-qualified,1f595_1f3ff,1F595 1F3FF
backhand_index_pointing_down,👇,E0.6,backhand index pointing down,fully-qualified,1f447,1F447
backhand_index_pointing_down_light_skin_tone,👇🏻,E1.0,backhand index pointing down: light skin tone,fully-qualified,1f447_1f3fb,1F447 1F3FB
backhand_index_pointing_down_medium_light_skin_tone,👇🏼,E1.0,backhand index pointing down: medium-light skin tone,fully-qualified,1f447_1f3fc,1F447 1F3FC
backhand_index_pointing_down_medium_skin_tone,👇🏽,E1.0,backhand index pointing down: medium skin tone,fully-qualified,1f447_1f3fd,1F447 1F3FD
backhand_index_pointing_down_medium_dark_skin_tone,👇🏾,E1.0,backhand index pointing down: medium-dark skin tone,fully-qualified,1f447_1f3fe,1F447 1F3FE
backhand_index_pointing_down_dark_skin_tone,👇🏿,E1.0,backhand index pointing down: dark skin tone,fully-qualified,1f447_1f3ff,1F447 1F3FF
index_pointing_up,☝,E0.6,index pointing up,unqualified,261d,261D
index_pointing_up_light_skin_tone,☝🏻,E1.0,index pointing up: light skin tone,fully-qualified,261d_1f3fb,261D 1F3FB
index_pointing_up_medium_light_skin_tone,☝🏼,E1.0,index pointing up: medium-light skin tone,fully-qualified,261d_1f3fc,261D 1F3FC
index_pointing_up_medium_skin_tone,☝🏽,E1.0,index pointing up: medium skin tone,fully-qualified,261d_1f3fd,261D 1F3FD
index_pointing_up_medium_dark_skin_tone,☝🏾,E1.0,index pointing up: medium-dark skin tone,fully-qualified,261d_1f3fe,261D 1F3FE
index_pointing_up_dark_skin_tone,☝🏿,E1.0,index pointing up: dark skin tone,fully-qualified,261d_1f3ff,261D 1F3FF
index_pointing_at_the_viewer,🫵,E14.0,index pointing at the viewer,fully-qualified,1faf5,1FAF5
index_pointing_at_the_viewer_light_skin_tone,🫵🏻,E14.0,index pointing at the viewer: light skin tone,fully-qualified,1faf5_1f3fb,1FAF5 1F3FB
index_pointing_at_the_viewer_medium_light_skin_tone,🫵🏼,E14.0,index pointing at the viewer: medium-light skin tone,fully-qualified,1faf5_1f3fc,1FAF5 1F3FC
index_pointing_at_the_viewer_medium_skin_tone,🫵🏽,E14.0,index pointing at the viewer: medium skin tone,fully-qualified,1faf5_1f3fd,1FAF5 1F3FD
index_pointing_at_the_viewer_medium_dark_skin_tone,🫵🏾,E14.0,index pointing at the viewer: medium-dark skin tone,fully-qualified,1faf5_1f3fe,1FAF5 1F3FE
index_pointing_at_the_viewer_dark_skin_tone,🫵🏿,E14.0,index pointing at the viewer: dark skin tone,fully-qualified,1faf5_1f3ff,1FAF5 1F3FF
thumbs_up,👍,E0.6,thumbs up,fully-qualified,1f44d,1F44D
thumbs_up_light_skin_tone,👍🏻,E1.0,thumbs up: light skin tone,fully-qualified,1f44d_1f3fb,1F44D 1F3FB
thumbs_up_medium_light_skin_tone,👍🏼,E1.0,thumbs up: medium-light skin tone,fully-qualified,1f44d_1f3fc,1F44D 1F3FC
thumbs_up_medium_skin_tone,👍🏽,E1.0,thumbs up: medium skin tone,fully-qualified,1f44d_1f3fd,1F44D 1F3FD
thumbs_up_medium_dark_skin_tone,👍🏾,E1.0,thumbs up: medium-dark skin tone,fully-qualified,1f44d_1f3fe,1F44D 1F3FE
thumbs_up_dark_skin_tone,👍🏿,E1.0,thumbs up: dark skin tone,fully-qualified,1f44d_1f3ff,1F44D 1F3FF
thumbs_down,👎,E0.6,thumbs down,fully-qualified,1f44e,1F44E
thumbs_down_light_skin_tone,👎🏻,E1.0,thumbs down: light skin tone,fully-qualified,1f44e_1f3fb,1F44E 1F3FB
thumbs_down_medium_light_skin_tone,👎🏼,E1.0,thumbs down: medium-light skin tone,fully-qualified,1f44e_1f3fc,1F44E 1F3FC
thumbs_down_medium_skin_tone,👎🏽,E1.0,thumbs down: medium skin tone,fully-qualified,1f44e_1f3fd,1F44E 1F3FD
thumbs_down_medium_dark_skin_tone,👎🏾,E1.0,thumbs down: medium-dark skin tone,fully-qualified,1f44e_1f3fe,1F44E 1F3FE
thumbs_down_dark_skin_tone,👎🏿,E1.0,thumbs down: dark skin tone,fully-qualified,1f44e_1f3ff,1F44E 1F3FF
raised_fist,✊,E0.6,raised fist,fully-qualified,270a,270A
raised_fist_light_skin_tone,✊🏻,E1.0,raised fist: light skin tone,fully-qualified,270a_1f3fb,270A 1F3FB
raised_fist_medium_light_skin_tone,✊🏼,E1.0,raised fist: medium-light skin tone,fully-qualified,270a_1f3fc,270A 1F3FC
raised_fist_medium_skin_tone,✊🏽,E1.0,raised fist: medium skin tone,fully-qualified,270a_1f3fd,270A 1F3FD
raised_fist_medium_dark_skin_tone,✊🏾,E1.0,raised fist: medium-dark skin tone,fully-qualified,270a_1f3fe,270A 1F3FE
raised_fist_dark_skin_tone,✊🏿,E1.0,raised fist: dark skin tone,fully-qualified,270a_1f3ff,270A 1F3FF
oncoming_fist,👊,E0.6,oncoming fist,fully-qualified,1f44a,1F44A
oncoming_fist_light_skin_tone,👊🏻,E1.0,oncoming fist: light skin tone,fully-qualified,1f44a_1f3fb,1F44A 1F3FB
oncoming_fist_medium_light_skin_tone,👊🏼,E1.0,oncoming fist: medium-light skin tone,fully-qualified,1f44a_1f3fc,1F44A 1F3FC
oncoming_fist_medium_skin_tone,👊🏽,E1.0,oncoming fist: medium skin tone,fully-qualified,1f44a_1f3fd,1F44A 1F3FD
oncoming_fist_medium_dark_skin_tone,👊🏾,E1.0,oncoming fist: medium-dark skin tone,fully-qualified,1f44a_1f3fe,1F44A 1F3FE
oncoming_fist_dark_skin_tone,👊🏿,E1.0,oncoming fist: dark skin tone,fully-qualified,1f44a_1f3ff,1F44A 1F3FF
left_facing_fist,🤛,E3.0,left-facing fist,fully-qualified,1f91b,1F91B
left_facing_fist_light_skin_tone,🤛🏻,E3.0,left-facing fist: light skin tone,fully-qualified,1f91b_1f3fb,1F91B 1F3FB
left_facing_fist_medium_light_skin_tone,🤛🏼,E3.0,left-facing fist: medium-light skin tone,fully-qualified,1f91b_1f3fc,1F91B 1F3FC
left_facing_fist_medium_skin_tone,🤛🏽,E3.0,left-facing fist: medium skin tone,fully-qualified,1f91b_1f3fd,1F91B 1F3FD
left_facing_fist_medium_dark_skin_tone,🤛🏾,E3.0,left-facing fist: medium-dark skin tone,fully-qualified,1f91b_1f3fe,1F91B 1F3FE
left_facing_fist_dark_skin_tone,🤛🏿,E3.0,left-facing fist: dark skin tone,fully-qualified,1f91b_1f3ff,1F91B 1F3FF
right_facing_fist,🤜,E3.0,right-facing fist,fully-qualified,1f91c,1F91C
right_facing_fist_light_skin_tone,🤜🏻,E3.0,right-facing fist: light skin tone,fully-qualified,1f91c_1f3fb,1F91C 1F3FB
right_facing_fist_medium_light_skin_tone,🤜🏼,E3.0,right-facing fist: medium-light skin tone,fully-qualified,1f91c_1f3fc,1F91C 1F3FC
right_facing_fist_medium_skin_tone,🤜🏽,E3.0,right-facing fist: medium skin tone,fully-qualified,1f91c_1f3fd,1F91C 1F3FD
right_facing_fist_medium_dark_skin_tone,🤜🏾,E3.0,right-facing fist: medium-dark skin tone,fully-qualified,1f91c_1f3fe,1F91C 1F3FE
right_facing_fist_dark_skin_tone,🤜🏿,E3.0,right-facing fist: dark skin tone,fully-qualified,1f91c_1f3ff,1F91C 1F3FF
clapping_hands,👏,E0.6,clapping hands,fully-qualified,1f44f,1F44F
clapping_hands_light_skin_tone,👏🏻,E1.0,clapping hands: light skin tone,fully-qualified,1f44f_1f3fb,1F44F 1F3FB
clapping_hands_medium_light_skin_tone,👏🏼,E1.0,clapping hands: medium-light skin tone,fully-qualified,1f44f_1f3fc,1F44F 1F3FC
clapping_hands_medium_skin_tone,👏🏽,E1.0,clapping hands: medium skin tone,fully-qualified,1f44f_1f3fd,1F44F 1F3FD
clapping_hands_medium_dark_skin_tone,👏🏾,E1.0,clapping hands: medium-dark skin tone,fully-qualified,1f44f_1f3fe,1F44F 1F3FE
clapping_hands_dark_skin_tone,👏🏿,E1.0,clapping hands: dark skin tone,fully-qualified,1f44f_1f3ff,1F44F 1F3FF
raising_hands,🙌,E0.6,raising hands,fully-qualified,1f64c,1F64C
raising_hands_light_skin_tone,🙌🏻,E1.0,raising hands: light skin tone,fully-qualified,1f64c_1f3fb,1F64C 1F3FB
raising_hands_medium_light_skin_tone,🙌🏼,E1.0,raising hands: medium-light skin tone,fully-qualified,1f64c_1f3fc,1F64C 1F3FC
raising_hands_medium_skin_tone,🙌🏽,E1.0,raising hands: medium skin tone,fully-qualified,1f64c_1f3fd,1F64C 1F3FD
raising_hands_medium_dark_skin_tone,🙌🏾,E1.0,raising hands: medium-dark skin tone,fully-qualified,1f64c_1f3fe,1F64C 1F3FE
raising_hands_dark_skin_tone,🙌🏿,E1.0,raising hands: dark skin tone,fully-qualified,1f64c_1f3ff,1F64C 1F3FF
heart_hands,🫶,E14.0,heart hands,fully-qualified,1faf6,1FAF6
heart_hands_light_skin_tone,🫶🏻,E14.0,heart hands: light skin tone,fully-qualified,1faf6_1f3fb,1FAF6 1F3FB
heart_hands_medium_light_skin_tone,🫶🏼,E14.0,heart hands: medium-light skin tone,fully-qualified,1faf6_1f3fc,1FAF6 1F3FC
heart_hands_medium_skin_tone,🫶🏽,E14.0,heart hands: medium skin tone,fully-qualified,1faf6_1f3fd,1FAF6 1F3FD
heart_hands_medium_dark_skin_tone,🫶🏾,E14.0,heart hands: medium-dark skin tone,fully-qualified,1faf6_1f3fe,1FAF6 1F3FE
heart_hands_dark_skin_tone,🫶🏿,E14.0,heart hands: dark skin tone,fully-qualified,1faf6_1f3ff,1FAF6 1F3FF
open_hands,👐,E0.6,open hands,fully-qualified,1f450,1F450
open_hands_light_skin_tone,👐🏻,E1.0,open hands: light skin tone,fully-qualified,1f450_1f3fb,1F450 1F3FB
open_hands_medium_light_skin_tone,👐🏼,E1.0,open hands: medium-light skin tone,fully-qualified,1f450_1f3fc,1F450 1F3FC
open_hands_medium_skin_tone,👐🏽,E1.0,open hands: medium skin tone,fully-qualified,1f450_1f3fd,1F450 1F3FD
open_hands_medium_dark_skin_tone,👐🏾,E1.0,open hands: medium-dark skin tone,fully-qualified,1f450_1f3fe,1F450 1F3FE
open_hands_dark_skin_tone,👐🏿,E1.0,open hands: dark skin tone,fully-qualified,1f450_1f3ff,1F450 1F3FF
palms_up_together,🤲,E5.0,palms up together,fully-qualified,1f932,1F932
palms_up_together_light_skin_tone,🤲🏻,E5.0,palms up together: light skin tone,fully-qualified,1f932_1f3fb,1F932 1F3FB
palms_up_together_medium_light_skin_tone,🤲🏼,E5.0,palms up together: medium-light skin tone,fully-qualified,1f932_1f3fc,1F932 1F3FC
palms_up_together_medium_skin_tone,🤲🏽,E5.0,palms up together: medium skin tone,fully-qualified,1f932_1f3fd,1F932 1F3FD
palms_up_together_medium_dark_skin_tone,🤲🏾,E5.0,palms up together: medium-dark skin tone,fully-qualified,1f932_1f3fe,1F932 1F3FE
palms_up_together_dark_skin_tone,🤲🏿,E5.0,palms up together: dark skin tone,fully-qualified,1f932_1f3ff,1F932 1F3FF
handshake,🤝,E3.0,handshake,fully-qualified,1f91d,1F91D
handshake_light_skin_tone,🤝🏻,E14.0,handshake: light skin tone,fully-qualified,1f91d_1f3fb,1F91D 1F3FB
handshake_medium_light_skin_tone,🤝🏼,E14.0,handshake: medium-light skin tone,fully-qualified,1f91d_1f3fc,1F91D 1F3FC
handshake_medium_skin_tone,🤝🏽,E14.0,handshake: medium skin tone,fully-qualified,1f91d_1f3fd,1F91D 1F3FD
handshake_medium_dark_skin_tone,🤝🏾,E14.0,handshake: medium-dark skin tone,fully-qualified,1f91d_1f3fe,1F91D 1F3FE
handshake_dark_skin_tone,🤝🏿,E14.0,handshake: dark skin tone,fully-qualified,1f91d_1f3ff,1F91D 1F3FF
handshake_light_skin_tone_medium_light_skin_tone,🫱🏻‍🫲🏼,E14.0,"handshake: light skin tone, medium-light skin tone",fully-qualified,1faf1_1f3fb_200d_1faf2_1f3fc,1FAF1 1F3FB 200D 1FAF2 1F3FC
handshake_light_skin_tone_medium_skin_tone,🫱🏻‍🫲🏽,E14.0,"handshake: light skin tone, medium skin tone",fully-qualified,1faf1_1f3fb_200d_1faf2_1f3fd,1FAF1 1F3FB 200D 1FAF2 1F3FD
handshake_light_skin_tone_medium_dark_skin_tone,🫱🏻‍🫲🏾,E14.0,"handshake: light skin tone, medium-dark skin tone",fully-qualified,1faf1_1f3fb_200d_1faf2_1f3fe,1FAF1 1F3FB 200D 1FAF2 1F3FE
handshake_light_skin_tone_dark_skin_tone,🫱🏻‍🫲🏿,E14.0,"handshake: light skin tone, dark skin tone",fully-qualified,1faf1_1f3fb_200d_1faf2_1f3ff,1FAF1 1F3FB 200D 1FAF2 1F3FF
handshake_medium_light_skin_tone_light_skin_tone,🫱🏼‍🫲🏻,E14.0,"handshake: medium-light skin tone, light skin tone",fully-qualified,1faf1_1f3fc_200d_1faf2_1f3fb,1FAF1 1F3FC 200D 1FAF2 1F3FB
handshake_medium_light_skin_tone_medium_skin_tone,🫱🏼‍🫲🏽,E14.0,"handshake: medium-light skin tone, medium skin tone",fully-qualified,1faf1_1f3fc_200d_1faf2_1f3fd,1FAF1 1F3FC 200D 1FAF2 1F3FD
handshake_medium_light_skin_tone_medium_dark_skin_tone,🫱🏼‍🫲🏾,E14.0,"handshake: medium-light skin tone, medium-dark skin tone",fully-qualified,1faf1_1f3fc_200d_1faf2_1f3fe,1FAF1 1F3FC 200D 1FAF2 1F3FE
handshake_medium_light_skin_tone_dark_skin_tone,🫱🏼‍🫲🏿,E14.0,"handshake: medium-light skin tone, dark skin tone",fully-qualified,1faf1_1f3fc_200d_1faf2_1f3ff,1FAF1 1F3FC 200D 1FAF2 1F3FF
handshake_medium_skin_tone_light_skin_tone,🫱🏽‍🫲🏻,E14.0,"handshake: medium skin tone, light skin tone",fully-qualified,1faf1_1f3fd_200d_1faf2_1f3fb,1FAF1 1F3FD 200D 1FAF2 1F3FB
handshake_medium_skin_tone_medium_light_skin_tone,🫱🏽‍🫲🏼,E14.0,"handshake: medium skin tone, medium-light skin tone",fully-qualified,1faf1_1f3fd_200d_1faf2_1f3fc,1FAF1 1F3FD 200D 1FAF2 1F3FC
handshake_medium_skin_tone_medium_dark_skin_tone,🫱🏽‍🫲🏾,E14.0,"handshake: medium skin tone, medium-dark skin tone",fully-qualified,1faf1_1f3fd_200d_1faf2_1f3fe,1FAF1 1F3FD 200D 1FAF2 1F3FE
handshake_medium_skin_tone_dark_skin_tone,🫱🏽‍🫲🏿,E14.0,"handshake: medium skin tone, dark skin tone",fully-qualified,1faf1_1f3fd_200d_1faf2_1f3ff,1FAF1 1F3FD 200D 1FAF2 1F3FF
handshake_medium_dark_skin_tone_light_skin_tone,🫱🏾‍🫲🏻,E14.0,"handshake: medium-dark skin tone, light skin tone",fully-qualified,1faf1_1f3fe_200d_1faf2_1f3fb,1FAF1 1F3FE 200D 1FAF2 1F3FB
handshake_medium_dark_skin_tone_medium_light_skin_tone,🫱🏾‍🫲🏼,E14.0,"handshake: medium-dark skin tone, medium-light skin tone",fully-qualified,1faf1_1f3fe_200d_1faf2_1f3fc,1FAF1 1F3FE 200D 1FAF2 1F3FC
handshake_medium_dark_skin_tone_medium_skin_tone,🫱🏾‍🫲🏽,E14.0,"handshake: medium-dark skin tone, medium skin tone",fully-qualified,1faf1_1f3fe_200d_1faf2_1f3fd,1FAF1 1F3FE 200D 1FAF2 1F3FD
handshake_medium_dark_skin_tone_dark_skin_tone,🫱🏾‍🫲🏿,E14.0,"handshake: medium-dark skin tone, dark skin tone",fully-qualified,1faf1_1f3fe_200d_1faf2_1f3ff,1FAF1 1F3FE 200D 1FAF2 1F3FF
handshake_dark_skin_tone_light_skin_tone,🫱🏿‍🫲🏻,E14.0,"handshake: dark skin tone, light skin tone",fully-qualified,1faf1_1f3ff_200d_1faf2_1f3fb,1FAF1 1F3FF 200D 1FAF2 1F3FB
handshake_dark_skin_tone_medium_light_skin_tone,🫱🏿‍🫲🏼,E14.0,"handshake: dark skin tone, medium-light skin tone",fully-qualified,1faf1_1f3ff_200d_1faf2_1f3fc,1FAF1 1F3FF 200D 1FAF2 1F3FC
handshake_dark_skin_tone_medium_skin_tone,🫱🏿‍🫲🏽,E14.0,"handshake: dark skin tone, medium skin tone",fully-qualified,1faf1_1f3ff_200d_1faf2_1f3fd,1FAF1 1F3FF 200D 1FAF2 1F3FD
handshake_dark_skin_tone_medium_dark_skin_tone,🫱🏿‍🫲🏾,E14.0,"handshake: dark skin tone, medium-dark skin tone",fully-qualified,1faf1_1f3ff_200d_1faf2_1f3fe,1FAF1 1F3FF 200D 1FAF2 1F3FE
folded_hands,🙏,E0.6,folded hands,fully-qualified,1f64f,1F64F
folded_hands_light_skin_tone,🙏🏻,E1.0,folded hands: light skin tone,fully-qualified,1f64f_1f3fb,1F64F 1F3FB
folded_hands_medium_light_skin_tone,🙏🏼,E1.0,folded hands: medium-light skin tone,fully-qualified,1f64f_1f3fc,1F64F 1F3FC
folded_hands_medium_skin_tone,🙏🏽,E1.0,folded hands: medium skin tone,fully-qualified,1f64f_1f3fd,1F64F 1F3FD
folded_hands_medium_dark_skin_tone,🙏🏾,E1.0,folded hands: medium-dark skin tone,fully-qualified,1f64f_1f3fe,1F64F 1F3FE
folded_hands_dark_skin_tone,🙏🏿,E1.0,folded hands: dark skin tone,fully-qualified,1f64f_1f3ff,1F64F 1F3FF
writing_hand,✍,E0.7,writing hand,unqualified,270d,270D
writing_hand_light_skin_tone,✍🏻,E1.0,writing hand: light skin tone,fully-qualified,270d_1f3fb,270D 1F3FB
